room_id;room_name;room_length;room_width;room_height;lamp_id;lamp_name;x;y;z;x_norm;y_norm;z_norm
37VWGMOVT9FOlS6Zj$wGJH;1.02;6.8659999999958305;3.2012500000016892;2.7000000000000006;0$SMXsjU51Ke549i4V22F7;63_LF_Sylvania start eco surf mw2050 840:S1:3330412;2.8040000000000003;28.006;5.825;0.26332653655713356;0.47668879343994514;0.9629629629629628
37VWGMOVT9FOlS6Zj$wGJH;1.02;6.8659999999958305;3.2012500000016892;2.7000000000000006;1$Wz2757PFMQSG7lnVEyi$;64_DD_ledige leiding:ledige leiding:3828926;2.036;29.681249999999903;3.525;0.15147101660367204;0.999999999999576;0.11111111111111102
37VWGMOVT9FOlS6Zj$wGJH;1.02;6.8659999999958305;3.2012500000016892;2.7000000000000006;0EJTPuUQ5AHQ$Jse36Y6dv;64_DD_ledige leiding:ledige leiding:4082396;6.969;29.47775;5.625;0.8699388290130802;0.9364310816083867;0.8888888888888886
37VWGMOVT9FOlS6Zj$wGJI;1.03a;4.10599999999575;2.972750000000058;2.7000000000000006;0$SMXsjU51Ke549i4V22Cu;63_LF_Sylvania start eco surf mw2050 840:S1:3330451;2.949;24.796;5.825;0.4756453969805906;0.5351105878395069;0.9629629629629628
37VWGMOVT9FOlS6Zj$wGJJ;1.03;6.86599999999583;3.2012500000016892;2.7000000000000006;0$SMXsjU51Ke549i4V22Cc;64_DD_ledige leiding:ledige leiding:3330445;1.786;23.0812499999999;3.525;0.1150597145354893;0.9999999999995749;0.11111111111111102
37VWGMOVT9FOlS6Zj$wGJJ;1.03;6.86599999999583;3.2012500000016892;2.7000000000000006;0$SMXsjU51Ke549i4V22C$;63_LF_Sylvania start eco surf mw2050 840:S1:3330452;6.6240000000000006;21.406;5.825;0.8196912321589875;0.476688793439944;0.9629629629629628
37VWGMOVT9FOlS6Zj$wGJJ;1.03;6.86599999999583;3.2012500000016892;2.7000000000000006;0$SMXsjU51Ke549i4V22C_;63_LF_Sylvania start eco surf mw2050 840:S1:3330453;2.8040000000000003;21.406;5.825;0.2633265365571349;0.476688793439944;0.9629629629629628
37VWGMOVT9FOlS6Zj$wGJJ;1.03;6.86599999999583;3.2012500000016892;2.7000000000000006;1$Wz2757PFMQSG7lnVEyj7;64_DD_ledige leiding:ledige leiding:3828934;2.036;23.0812499999999;3.525;0.15147101660367338;0.9999999999995749;0.11111111111111102
37VWGMOVT9FOlS6Zj$wGJJ;1.03;6.86599999999583;3.2012500000016892;2.7000000000000006;0EJTPuUQ5AHQ$Jse36Y6dA;64_DD_ledige leiding:ledige leiding:4082415;6.969;22.877749999999903;5.625;0.8699388290130815;0.9364310816083556;0.8888888888888886
37VWGMOVT9FOlS6Zj$wGJS;1.04a;4.105999999995731;2.972750000000058;2.7000000000000006;0$SMXsjU51Ke549i4V22CN;63_LF_Sylvania start eco surf mw2050 840:S1:3330492;2.949;18.196;5.825;0.47564539698059266;0.5351105878395069;0.9629629629629628
